"cust","date"
313,1971-01-01
313,1972-01-01
313,1973-01-01
313,1974-01-01
313,1975-01-01
313,1976-01-01
313,1977-01-01
313,1978-01-01
313,1980-01-01
313,1981-01-01
313,1982-01-01
313,1983-01-01
314,1970-01-01
314,1979-01-01
314,1981-01-01
315,1970-01-01
316,1970-01-01
316,1972-01-01
316,1973-01-01
316,1974-01-01
316,1976-01-01
316,1977-01-01
316,1978-01-01
316,1979-01-01
316,1980-01-01
316,1981-01-01
316,1982-01-01
316,1983-01-01
317,1970-01-01
318,1970-01-01
318,1971-01-01
318,1972-01-01
318,1974-01-01
318,1978-01-01
318,1980-01-01
318,1981-01-01
318,1982-01-01
319,1970-01-01
319,1973-01-01
319,1974-01-01
320,1970-01-01
321,1970-01-01
321,1977-01-01
322,1970-01-01
322,1971-01-01
322,1972-01-01
322,1973-01-01
322,1974-01-01
322,1975-01-01
322,1976-01-01
322,1977-01-01
322,1978-01-01
322,1979-01-01
322,1980-01-01
322,1981-01-01
322,1982-01-01
322,1983-01-01
323,1970-01-01
324,1970-01-01
325,1970-01-01
325,1971-01-01
325,1976-01-01
326,1970-01-01
326,1972-01-01
327,1970-01-01
327,1973-01-01
327,1974-01-01
327,1976-01-01
327,1977-01-01
327,1978-01-01
328,1970-01-01
328,1971-01-01
328,1972-01-01
328,1973-01-01
328,1974-01-01
328,1976-01-01
328,1977-01-01
328,1980-01-01
328,1981-01-01
328,1982-01-01
328,1983-01-01
329,1970-01-01
329,1971-01-01
329,1972-01-01
329,1973-01-01
329,1974-01-01
329,1975-01-01
329,1977-01-01
329,1978-01-01
329,1979-01-01
329,1980-01-01
329,1981-01-01
329,1982-01-01
329,1983-01-01
330,1970-01-01
330,1972-01-01
330,1975-01-01
331,1970-01-01
331,1971-01-01
331,1972-01-01
331,1973-01-01
331,1974-01-01
331,1976-01-01
331,1977-01-01
331,1978-01-01
331,1979-01-01
331,1980-01-01
331,1981-01-01
331,1982-01-01
331,1983-01-01
332,1970-01-01
332,1971-01-01
332,1972-01-01
332,1973-01-01
332,1975-01-01
332,1976-01-01
332,1977-01-01
332,1978-01-01
332,1980-01-01
332,1982-01-01
332,1983-01-01
333,1970-01-01
333,1971-01-01
333,1972-01-01
333,1973-01-01
333,1974-01-01
333,1975-01-01
333,1976-01-01
333,1977-01-01
333,1978-01-01
333,1979-01-01
334,1970-01-01
335,1970-01-01
335,1972-01-01
335,1975-01-01
335,1976-01-01
335,1977-01-01
335,1978-01-01
335,1980-01-01
335,1982-01-01
336,1970-01-01
336,1973-01-01
336,1975-01-01
336,1977-01-01
336,1978-01-01
336,1980-01-01
336,1981-01-01
336,1982-01-01
336,1983-01-01
337,1970-01-01
338,1970-01-01
338,1971-01-01
338,1972-01-01
338,1973-01-01
338,1974-01-01
338,1975-01-01
338,1977-01-01
338,1978-01-01
338,1979-01-01
338,1980-01-01
338,1982-01-01
339,1970-01-01
340,1970-01-01
341,1970-01-01
341,1971-01-01
341,1972-01-01
341,1979-01-01
341,1980-01-01
342,1970-01-01
342,1971-01-01
342,1972-01-01
343,1970-01-01
344,1970-01-01
344,1971-01-01
344,1972-01-01
344,1973-01-01
344,1974-01-01
344,1975-01-01
344,1976-01-01
344,1977-01-01
344,1978-01-01
344,1979-01-01
344,1980-01-01
344,1981-01-01
344,1982-01-01
344,1983-01-01
345,1970-01-01
346,1970-01-01
346,1971-01-01
346,1972-01-01
346,1973-01-01
346,1974-01-01
346,1975-01-01
347,1970-01-01
348,1970-01-01
349,1970-01-01
349,1972-01-01
349,1973-01-01
349,1974-01-01
349,1975-01-01
349,1976-01-01
349,1977-01-01
350,1970-01-01
350,1971-01-01
350,1972-01-01
351,1970-01-01
351,1971-01-01
351,1972-01-01
351,1973-01-01
351,1974-01-01
351,1975-01-01
351,1976-01-01
351,1977-01-01
351,1978-01-01
351,1979-01-01
351,1980-01-01
351,1981-01-01
351,1982-01-01
351,1983-01-01
352,1970-01-01
352,1971-01-01
352,1974-01-01
352,1975-01-01
352,1976-01-01
352,1977-01-01
352,1979-01-01
352,1980-01-01
352,1981-01-01
352,1982-01-01
352,1983-01-01
353,1970-01-01
353,1971-01-01
353,1972-01-01
353,1973-01-01
353,1974-01-01
353,1975-01-01
353,1976-01-01
353,1977-01-01
353,1979-01-01
353,1980-01-01
353,1981-01-01
353,1982-01-01
354,1970-01-01
355,1970-01-01
355,1971-01-01
355,1972-01-01
355,1973-01-01
356,1970-01-01
356,1973-01-01
356,1975-01-01
356,1976-01-01
356,1978-01-01
356,1979-01-01
356,1980-01-01
356,1981-01-01
356,1983-01-01
357,1970-01-01
357,1972-01-01
358,1970-01-01
359,1970-01-01
359,1971-01-01
359,1972-01-01
359,1974-01-01
359,1980-01-01
360,1970-01-01
361,1970-01-01
361,1971-01-01
361,1975-01-01
361,1976-01-01
361,1979-01-01
361,1983-01-01
362,1970-01-01
362,1974-01-01
362,1975-01-01
362,1976-01-01
362,1977-01-01
362,1979-01-01
362,1980-01-01
362,1981-01-01
362,1982-01-01
363,1970-01-01
364,1970-01-01
364,1971-01-01
364,1972-01-01
364,1973-01-01
364,1974-01-01
364,1975-01-01
364,1976-01-01
364,1977-01-01
364,1978-01-01
364,1979-01-01
364,1980-01-01
364,1981-01-01
364,1982-01-01
364,1983-01-01
365,1970-01-01
366,1970-01-01
366,1972-01-01
367,1970-01-01
367,1971-01-01
368,1970-01-01
368,1972-01-01
368,1973-01-01
368,1976-01-01
368,1977-01-01
368,1979-01-01
368,1980-01-01
368,1981-01-01
368,1983-01-01
369,1970-01-01
369,1971-01-01
370,1970-01-01
370,1971-01-01
370,1972-01-01
370,1973-01-01
370,1974-01-01
370,1975-01-01
371,1970-01-01
371,1971-01-01
371,1973-01-01
371,1975-01-01
371,1976-01-01
371,1977-01-01
371,1978-01-01
371,1979-01-01
371,1980-01-01
371,1982-01-01
371,1983-01-01
372,1970-01-01
373,1970-01-01
374,1970-01-01
374,1971-01-01
374,1972-01-01
374,1973-01-01
374,1974-01-01
374,1976-01-01
374,1977-01-01
374,1978-01-01
374,1979-01-01
374,1980-01-01
374,1981-01-01
374,1982-01-01
374,1983-01-01
375,1970-01-01
375,1973-01-01
376,1970-01-01
376,1971-01-01
376,1972-01-01
376,1973-01-01
376,1974-01-01
376,1975-01-01
376,1976-01-01
376,1977-01-01
376,1978-01-01
376,1979-01-01
376,1980-01-01
376,1981-01-01
376,1982-01-01
376,1983-01-01
377,1970-01-01
377,1972-01-01
377,1973-01-01
377,1974-01-01
377,1975-01-01
377,1976-01-01
377,1977-01-01
377,1978-01-01
377,1979-01-01
377,1980-01-01
377,1981-01-01
377,1982-01-01
377,1983-01-01
378,1970-01-01
378,1973-01-01
378,1975-01-01
378,1976-01-01
378,1977-01-01
378,1978-01-01
378,1979-01-01
378,1980-01-01
378,1981-01-01
378,1982-01-01
379,1970-01-01
380,1970-01-01
380,1971-01-01
380,1972-01-01
380,1973-01-01
380,1974-01-01
380,1975-01-01
380,1976-01-01
380,1977-01-01
380,1978-01-01
380,1979-01-01
381,1970-01-01
381,1971-01-01
381,1972-01-01
381,1973-01-01
381,1974-01-01
381,1975-01-01
381,1976-01-01
381,1977-01-01
382,1970-01-01
383,1970-01-01
383,1971-01-01
383,1972-01-01
383,1973-01-01
383,1974-01-01
383,1975-01-01
383,1976-01-01
383,1977-01-01
383,1978-01-01
383,1979-01-01
383,1980-01-01
383,1981-01-01
383,1982-01-01
383,1983-01-01
384,1970-01-01
384,1972-01-01
385,1970-01-01
386,1970-01-01
387,1970-01-01
388,1970-01-01
389,1970-01-01
389,1972-01-01
389,1973-01-01
389,1974-01-01
389,1975-01-01
389,1977-01-01
389,1978-01-01
389,1979-01-01
389,1980-01-01
389,1981-01-01
389,1982-01-01
389,1983-01-01
390,1970-01-01
390,1971-01-01
390,1972-01-01
390,1973-01-01
390,1974-01-01
390,1975-01-01
390,1976-01-01
390,1977-01-01
390,1978-01-01
390,1979-01-01
390,1981-01-01
390,1982-01-01
390,1983-01-01
391,1970-01-01
392,1970-01-01
392,1971-01-01
392,1972-01-01
392,1973-01-01
392,1974-01-01
392,1976-01-01
392,1977-01-01
392,1978-01-01
392,1979-01-01
392,1980-01-01
392,1983-01-01
393,1970-01-01
393,1971-01-01
393,1972-01-01
393,1973-01-01
393,1974-01-01
394,1970-01-01
394,1971-01-01
394,1972-01-01
394,1973-01-01
394,1974-01-01
394,1975-01-01
394,1976-01-01
394,1977-01-01
394,1978-01-01
394,1979-01-01
394,1981-01-01
394,1982-01-01
394,1983-01-01
395,1970-01-01
396,1970-01-01
396,1971-01-01
396,1972-01-01
396,1973-01-01
396,1974-01-01
396,1975-01-01
396,1976-01-01
396,1978-01-01
396,1979-01-01
396,1980-01-01
396,1981-01-01
396,1982-01-01
396,1983-01-01
397,1970-01-01
397,1971-01-01
397,1972-01-01
397,1973-01-01
397,1974-01-01
397,1975-01-01
397,1976-01-01
397,1977-01-01
397,1978-01-01
397,1979-01-01
397,1980-01-01
397,1981-01-01
397,1982-01-01
397,1983-01-01
398,1970-01-01
399,1970-01-01
399,1971-01-01
400,1970-01-01
401,1970-01-01
401,1971-01-01
401,1972-01-01
401,1973-01-01
401,1974-01-01
401,1975-01-01
401,1977-01-01
401,1978-01-01
401,1979-01-01
401,1980-01-01
401,1981-01-01
401,1983-01-01
402,1970-01-01
402,1971-01-01
402,1972-01-01
402,1973-01-01
402,1974-01-01
402,1975-01-01
402,1976-01-01
402,1977-01-01
402,1978-01-01
402,1979-01-01
402,1980-01-01
403,1970-01-01
403,1971-01-01
403,1972-01-01
403,1973-01-01
403,1974-01-01
403,1975-01-01
403,1976-01-01
403,1977-01-01
403,1978-01-01
403,1979-01-01
403,1980-01-01
403,1981-01-01
403,1982-01-01
403,1983-01-01
404,1970-01-01
405,1970-01-01
405,1971-01-01
405,1972-01-01
405,1973-01-01
405,1974-01-01
405,1975-01-01
405,1976-01-01
405,1977-01-01
405,1978-01-01
405,1979-01-01
405,1980-01-01
405,1981-01-01
405,1982-01-01
405,1983-01-01
406,1970-01-01
406,1971-01-01
406,1972-01-01
406,1973-01-01
406,1974-01-01
406,1975-01-01
406,1976-01-01
406,1978-01-01
406,1979-01-01
406,1980-01-01
406,1981-01-01
406,1982-01-01
406,1983-01-01
407,1970-01-01
407,1971-01-01
407,1973-01-01
407,1976-01-01
407,1978-01-01
407,1979-01-01
407,1980-01-01
407,1981-01-01
407,1982-01-01
408,1970-01-01
409,1970-01-01
409,1972-01-01
409,1973-01-01
409,1974-01-01
410,1970-01-01
410,1971-01-01
411,1970-01-01
411,1971-01-01
412,1970-01-01
412,1971-01-01
412,1972-01-01
412,1973-01-01
412,1978-01-01
413,1970-01-01
414,1970-01-01
414,1971-01-01
414,1972-01-01
414,1973-01-01
414,1974-01-01
414,1975-01-01
414,1978-01-01
414,1979-01-01
414,1982-01-01
414,1983-01-01
415,1970-01-01
416,1970-01-01
416,1973-01-01
416,1975-01-01
416,1977-01-01
416,1978-01-01
416,1979-01-01
416,1981-01-01
416,1983-01-01
417,1970-01-01
417,1971-01-01
417,1972-01-01
417,1973-01-01
417,1974-01-01
417,1975-01-01
417,1976-01-01
417,1977-01-01
417,1978-01-01
417,1979-01-01
417,1980-01-01
417,1981-01-01
417,1982-01-01
417,1983-01-01
418,1970-01-01
418,1971-01-01
419,1970-01-01
420,1970-01-01
420,1971-01-01
420,1972-01-01
420,1974-01-01
420,1975-01-01
420,1976-01-01
420,1977-01-01
420,1978-01-01
420,1980-01-01
420,1981-01-01
420,1983-01-01
421,1970-01-01
422,1970-01-01
422,1972-01-01
422,1973-01-01
422,1974-01-01
422,1975-01-01
422,1976-01-01
422,1977-01-01
422,1978-01-01
422,1979-01-01
422,1981-01-01
423,1970-01-01
423,1971-01-01
423,1972-01-01
423,1973-01-01
423,1974-01-01
423,1975-01-01
423,1976-01-01
423,1977-01-01
423,1978-01-01
423,1979-01-01
423,1980-01-01
423,1981-01-01
423,1982-01-01
423,1983-01-01
424,1970-01-01
425,1970-01-01
425,1971-01-01
425,1972-01-01
425,1973-01-01
425,1974-01-01
425,1976-01-01
425,1977-01-01
425,1979-01-01
426,1970-01-01
426,1971-01-01
427,1970-01-01
427,1971-01-01
427,1972-01-01
427,1973-01-01
427,1974-01-01
427,1975-01-01
427,1976-01-01
427,1977-01-01
427,1978-01-01
427,1979-01-01
427,1980-01-01
427,1981-01-01
427,1983-01-01
428,1970-01-01
428,1971-01-01
428,1972-01-01
428,1973-01-01
428,1974-01-01
428,1975-01-01
428,1976-01-01
428,1977-01-01
428,1978-01-01
428,1979-01-01
428,1980-01-01
428,1981-01-01
428,1982-01-01
428,1983-01-01
429,1970-01-01
430,1970-01-01
430,1971-01-01
430,1972-01-01
430,1973-01-01
430,1975-01-01
430,1976-01-01
430,1978-01-01
430,1979-01-01
430,1980-01-01
430,1982-01-01
430,1983-01-01
431,1970-01-01
432,1970-01-01
433,1970-01-01
433,1972-01-01
433,1973-01-01
433,1978-01-01
433,1979-01-01
433,1983-01-01
434,1970-01-01
435,1970-01-01
435,1971-01-01
436,1970-01-01
437,1970-01-01
438,1970-01-01
438,1971-01-01
438,1974-01-01
438,1976-01-01
438,1978-01-01
438,1979-01-01
438,1981-01-01
438,1982-01-01
438,1983-01-01
439,1970-01-01
440,1970-01-01
440,1971-01-01
440,1972-01-01
441,1970-01-01
441,1971-01-01
442,1970-01-01
442,1971-01-01
442,1972-01-01
442,1973-01-01
442,1974-01-01
442,1975-01-01
442,1976-01-01
442,1977-01-01
442,1979-01-01
442,1980-01-01
442,1981-01-01
443,1970-01-01
444,1970-01-01
444,1971-01-01
445,1970-01-01
445,1971-01-01
445,1972-01-01
445,1978-01-01
445,1981-01-01
445,1983-01-01
446,1970-01-01
446,1975-01-01
446,1980-01-01
446,1981-01-01
447,1970-01-01
447,1971-01-01
447,1972-01-01
447,1973-01-01
447,1974-01-01
447,1975-01-01
447,1976-01-01
447,1977-01-01
447,1978-01-01
447,1979-01-01
447,1980-01-01
447,1981-01-01
447,1982-01-01
447,1983-01-01
448,1970-01-01
449,1970-01-01
450,1970-01-01
450,1973-01-01
450,1974-01-01
450,1976-01-01
450,1977-01-01
450,1978-01-01
450,1979-01-01
450,1983-01-01
451,1970-01-01
451,1971-01-01
451,1972-01-01
451,1974-01-01
451,1975-01-01
451,1976-01-01
451,1977-01-01
451,1978-01-01
451,1979-01-01
451,1980-01-01
451,1981-01-01
451,1982-01-01
451,1983-01-01
452,1970-01-01
452,1974-01-01
452,1975-01-01
452,1976-01-01
452,1978-01-01
452,1980-01-01
452,1981-01-01
452,1983-01-01
453,1970-01-01
453,1971-01-01
453,1972-01-01
453,1973-01-01
453,1974-01-01
453,1975-01-01
453,1977-01-01
453,1978-01-01
453,1979-01-01
453,1980-01-01
453,1981-01-01
453,1982-01-01
453,1983-01-01
454,1970-01-01
454,1971-01-01
454,1972-01-01
454,1973-01-01
454,1974-01-01
454,1975-01-01
454,1976-01-01
454,1977-01-01
454,1978-01-01
454,1979-01-01
454,1980-01-01
454,1981-01-01
455,1970-01-01
455,1973-01-01
456,1970-01-01
456,1971-01-01
456,1972-01-01
456,1974-01-01
456,1976-01-01
456,1977-01-01
456,1978-01-01
456,1979-01-01
456,1980-01-01
456,1981-01-01
456,1982-01-01
456,1983-01-01
457,1970-01-01
457,1972-01-01
457,1974-01-01
457,1978-01-01
457,1979-01-01
457,1980-01-01
457,1983-01-01
458,1970-01-01
458,1971-01-01
458,1972-01-01
458,1973-01-01
458,1974-01-01
458,1975-01-01
458,1976-01-01
458,1978-01-01
458,1979-01-01
458,1980-01-01
458,1981-01-01
458,1982-01-01
458,1983-01-01
459,1970-01-01
460,1970-01-01
460,1971-01-01
460,1972-01-01
460,1974-01-01
460,1975-01-01
460,1976-01-01
460,1977-01-01
460,1978-01-01
460,1979-01-01
460,1980-01-01
460,1981-01-01
460,1983-01-01
461,1970-01-01
461,1971-01-01
461,1973-01-01
461,1974-01-01
462,1970-01-01
462,1971-01-01
462,1973-01-01
462,1974-01-01
462,1975-01-01
462,1976-01-01
462,1978-01-01
462,1979-01-01
462,1980-01-01
463,1970-01-01
463,1971-01-01
463,1973-01-01
463,1975-01-01
463,1976-01-01
463,1978-01-01
463,1983-01-01
464,1970-01-01
464,1971-01-01
464,1972-01-01
464,1973-01-01
464,1974-01-01
464,1975-01-01
464,1976-01-01
464,1977-01-01
464,1978-01-01
464,1979-01-01
464,1980-01-01
464,1981-01-01
464,1982-01-01
464,1983-01-01
465,1970-01-01
465,1971-01-01
465,1972-01-01
465,1973-01-01
465,1975-01-01
465,1976-01-01
465,1978-01-01
466,1970-01-01
466,1971-01-01
466,1972-01-01
466,1973-01-01
466,1974-01-01
466,1975-01-01
466,1976-01-01
466,1977-01-01
466,1978-01-01
466,1979-01-01
466,1980-01-01
466,1981-01-01
466,1982-01-01
466,1983-01-01
467,1970-01-01
467,1971-01-01
468,1970-01-01
468,1971-01-01
469,1970-01-01
469,1971-01-01
469,1972-01-01
469,1973-01-01
469,1974-01-01
469,1975-01-01
469,1976-01-01
469,1977-01-01
469,1978-01-01
469,1979-01-01
469,1980-01-01
469,1981-01-01
469,1982-01-01
470,1970-01-01
471,1970-01-01
471,1971-01-01
471,1973-01-01
472,1970-01-01
472,1971-01-01
472,1972-01-01
472,1973-01-01
472,1974-01-01
472,1975-01-01
472,1976-01-01
472,1977-01-01
472,1978-01-01
473,1970-01-01
473,1971-01-01
474,1970-01-01
474,1971-01-01
474,1972-01-01
474,1973-01-01
475,1970-01-01
475,1971-01-01
475,1973-01-01
475,1975-01-01
475,1977-01-01
475,1979-01-01
475,1980-01-01
475,1981-01-01
475,1982-01-01
475,1983-01-01
476,1970-01-01
476,1975-01-01
476,1976-01-01
476,1978-01-01
476,1979-01-01
476,1982-01-01
477,1970-01-01
477,1971-01-01
477,1972-01-01
477,1973-01-01
477,1974-01-01
477,1975-01-01
478,1970-01-01
478,1979-01-01
479,1970-01-01
480,1970-01-01
480,1971-01-01
480,1972-01-01
480,1973-01-01
480,1974-01-01
480,1975-01-01
480,1976-01-01
480,1977-01-01
480,1978-01-01
480,1979-01-01
480,1980-01-01
480,1981-01-01
480,1982-01-01
480,1983-01-01
481,1970-01-01
482,1970-01-01
483,1970-01-01
483,1971-01-01
483,1972-01-01
483,1973-01-01
483,1974-01-01
483,1975-01-01
483,1976-01-01
483,1977-01-01
483,1978-01-01
483,1979-01-01
483,1980-01-01
483,1981-01-01
483,1982-01-01
483,1983-01-01
484,1970-01-01
484,1971-01-01
484,1972-01-01
484,1973-01-01
484,1974-01-01
484,1975-01-01
484,1976-01-01
484,1977-01-01
484,1978-01-01
484,1979-01-01
484,1980-01-01
484,1981-01-01
484,1982-01-01
484,1983-01-01
485,1970-01-01
485,1971-01-01
485,1973-01-01
486,1970-01-01
486,1973-01-01
486,1976-01-01
486,1977-01-01
486,1981-01-01
487,1970-01-01
487,1971-01-01
487,1972-01-01
487,1973-01-01
487,1974-01-01
487,1975-01-01
487,1976-01-01
487,1978-01-01
487,1979-01-01
487,1980-01-01
487,1981-01-01
487,1982-01-01
487,1983-01-01
488,1970-01-01
488,1972-01-01
488,1973-01-01
488,1974-01-01
488,1978-01-01
488,1979-01-01
488,1980-01-01
489,1970-01-01
489,1972-01-01
489,1973-01-01
489,1976-01-01
489,1977-01-01
489,1978-01-01
489,1980-01-01
489,1981-01-01
489,1982-01-01
489,1983-01-01
490,1970-01-01
490,1971-01-01
490,1972-01-01
490,1973-01-01
490,1974-01-01
491,1970-01-01
492,1970-01-01
492,1971-01-01
492,1972-01-01
492,1973-01-01
492,1974-01-01
492,1975-01-01
492,1976-01-01
492,1977-01-01
492,1978-01-01
492,1979-01-01
492,1980-01-01
492,1981-01-01
493,1970-01-01
493,1974-01-01
493,1978-01-01
493,1979-01-01
493,1980-01-01
494,1970-01-01
494,1971-01-01
494,1972-01-01
494,1973-01-01
494,1974-01-01
494,1975-01-01
494,1976-01-01
494,1977-01-01
494,1978-01-01
494,1979-01-01
494,1980-01-01
494,1981-01-01
494,1982-01-01
495,1970-01-01
495,1971-01-01
496,1970-01-01
496,1971-01-01
496,1973-01-01
496,1975-01-01
497,1970-01-01
497,1971-01-01
498,1970-01-01
498,1973-01-01
498,1975-01-01
499,1970-01-01
499,1972-01-01
499,1973-01-01
500,1970-01-01
501,1970-01-01
502,1970-01-01
502,1971-01-01
502,1972-01-01
502,1973-01-01
502,1974-01-01
502,1975-01-01
502,1976-01-01
502,1978-01-01
502,1979-01-01
502,1980-01-01
502,1981-01-01
502,1982-01-01
502,1983-01-01
503,1970-01-01
504,1970-01-01
505,1970-01-01
505,1971-01-01
505,1972-01-01
506,1970-01-01
506,1971-01-01
506,1972-01-01
506,1973-01-01
506,1974-01-01
506,1975-01-01
506,1976-01-01
506,1977-01-01
506,1978-01-01
506,1979-01-01
506,1980-01-01
506,1981-01-01
506,1982-01-01
506,1983-01-01
507,1970-01-01
508,1970-01-01
509,1970-01-01
509,1973-01-01
510,1970-01-01
510,1971-01-01
510,1972-01-01
510,1973-01-01
510,1974-01-01
510,1975-01-01
511,1970-01-01
511,1971-01-01
511,1972-01-01
511,1973-01-01
512,1970-01-01
512,1971-01-01
512,1972-01-01
512,1973-01-01
512,1974-01-01
512,1975-01-01
512,1976-01-01
512,1977-01-01
512,1978-01-01
512,1979-01-01
512,1980-01-01
512,1981-01-01
512,1982-01-01
512,1983-01-01
513,1970-01-01
513,1972-01-01
513,1973-01-01
513,1974-01-01
513,1975-01-01
513,1976-01-01
513,1977-01-01
513,1978-01-01
514,1970-01-01
514,1971-01-01
515,1970-01-01
515,1971-01-01
515,1972-01-01
515,1973-01-01
515,1974-01-01
516,1970-01-01
516,1971-01-01
516,1972-01-01
516,1973-01-01
517,1970-01-01
517,1971-01-01
517,1972-01-01
517,1974-01-01
517,1975-01-01
517,1976-01-01
517,1977-01-01
517,1978-01-01
518,1970-01-01
518,1972-01-01
519,1970-01-01
519,1971-01-01
519,1973-01-01
519,1975-01-01
519,1976-01-01
519,1977-01-01
519,1979-01-01
519,1980-01-01
519,1981-01-01
519,1983-01-01
520,1970-01-01
520,1971-01-01
520,1972-01-01
520,1973-01-01
520,1974-01-01
521,1970-01-01
521,1971-01-01
521,1973-01-01
521,1974-01-01
521,1975-01-01
521,1977-01-01
521,1981-01-01
521,1982-01-01
521,1983-01-01
522,1970-01-01
522,1982-01-01
523,1970-01-01
523,1971-01-01
523,1972-01-01
523,1973-01-01
524,1970-01-01
524,1971-01-01
524,1972-01-01
524,1973-01-01
524,1974-01-01
524,1975-01-01
524,1976-01-01
524,1977-01-01
524,1979-01-01
524,1980-01-01
524,1981-01-01
524,1982-01-01
524,1983-01-01
525,1970-01-01
525,1971-01-01
525,1972-01-01
526,1970-01-01
526,1971-01-01
526,1972-01-01
527,1970-01-01
528,1970-01-01
528,1971-01-01
528,1972-01-01
528,1974-01-01
528,1975-01-01
528,1976-01-01
528,1977-01-01
528,1978-01-01
528,1979-01-01
528,1980-01-01
529,1970-01-01
529,1971-01-01
529,1972-01-01
530,1970-01-01
530,1971-01-01
530,1973-01-01
530,1974-01-01
530,1975-01-01
530,1976-01-01
530,1977-01-01
530,1978-01-01
530,1979-01-01
530,1980-01-01
530,1981-01-01
530,1982-01-01
530,1983-01-01
531,1970-01-01
532,1970-01-01
533,1970-01-01
533,1971-01-01
533,1972-01-01
534,1970-01-01
535,1970-01-01
535,1971-01-01
535,1972-01-01
535,1973-01-01
535,1974-01-01
535,1975-01-01
535,1976-01-01
535,1977-01-01
535,1978-01-01
535,1979-01-01
535,1980-01-01
535,1981-01-01
535,1982-01-01
535,1983-01-01
536,1970-01-01
536,1973-01-01
536,1975-01-01
536,1976-01-01
536,1979-01-01
536,1980-01-01
536,1982-01-01
537,1970-01-01
537,1973-01-01
537,1974-01-01
538,1970-01-01
538,1971-01-01
538,1972-01-01
538,1974-01-01
539,1970-01-01
540,1970-01-01
540,1971-01-01
540,1973-01-01
540,1975-01-01
540,1977-01-01
540,1978-01-01
540,1980-01-01
540,1981-01-01
540,1982-01-01
540,1983-01-01
541,1970-01-01
541,1971-01-01
541,1972-01-01
541,1973-01-01
541,1975-01-01
541,1977-01-01
541,1978-01-01
541,1979-01-01
541,1980-01-01
541,1981-01-01
541,1982-01-01
541,1983-01-01
542,1970-01-01
542,1971-01-01
542,1972-01-01
542,1973-01-01
542,1974-01-01
542,1975-01-01
542,1976-01-01
542,1977-01-01
542,1978-01-01
542,1979-01-01
542,1980-01-01
542,1981-01-01
542,1982-01-01
542,1983-01-01
543,1970-01-01
544,1970-01-01
545,1970-01-01
545,1973-01-01
545,1975-01-01
545,1978-01-01
545,1982-01-01
546,1970-01-01
546,1971-01-01
546,1972-01-01
546,1973-01-01
546,1974-01-01
546,1975-01-01
546,1976-01-01
546,1977-01-01
546,1978-01-01
546,1979-01-01
547,1970-01-01
548,1970-01-01
548,1971-01-01
548,1973-01-01
548,1974-01-01
548,1975-01-01
548,1977-01-01
548,1982-01-01
549,1970-01-01
549,1971-01-01
550,1970-01-01
551,1970-01-01
551,1972-01-01
551,1977-01-01
552,1970-01-01
552,1971-01-01
552,1972-01-01
552,1973-01-01
552,1974-01-01
552,1975-01-01
552,1976-01-01
552,1977-01-01
552,1978-01-01
552,1979-01-01
552,1980-01-01
552,1981-01-01
552,1982-01-01
552,1983-01-01
553,1970-01-01
553,1973-01-01
553,1974-01-01
553,1975-01-01
553,1976-01-01
553,1977-01-01
553,1978-01-01
553,1979-01-01
553,1980-01-01
553,1982-01-01
553,1983-01-01
554,1970-01-01
554,1971-01-01
554,1972-01-01
554,1974-01-01
554,1976-01-01
554,1977-01-01
554,1979-01-01
554,1980-01-01
554,1982-01-01
554,1983-01-01
555,1970-01-01
555,1971-01-01
555,1972-01-01
555,1973-01-01
555,1974-01-01
555,1976-01-01
555,1977-01-01
555,1978-01-01
555,1979-01-01
555,1980-01-01
555,1981-01-01
555,1982-01-01
555,1983-01-01
556,1970-01-01
557,1970-01-01
557,1971-01-01
557,1972-01-01
557,1973-01-01
557,1974-01-01
557,1975-01-01
557,1976-01-01
557,1977-01-01
557,1978-01-01
557,1979-01-01
557,1980-01-01
557,1981-01-01
557,1982-01-01
557,1983-01-01
558,1970-01-01
558,1972-01-01
558,1973-01-01
558,1976-01-01
558,1978-01-01
558,1979-01-01
558,1981-01-01
558,1983-01-01
559,1970-01-01
559,1972-01-01
559,1973-01-01
559,1974-01-01
559,1977-01-01
559,1979-01-01
559,1980-01-01
